experiment_begin_timestamp,experiment_sec,experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,thermocouple_1,thermocouple_2,target_temperature,heating_proportional_Cf,cooling_proportional_Cf,target_humidity_high,target_humidity_low,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,near_switch,far_switch,fan_on,humidifyer_on,heater_on
-1000,0,1733530696.6553786,180,1733717819.9535458,37.98,0.4521,38.04,0.4308,40.697,39.986,40.006,9.0,1.0,0.45,0.4,2,1733717999.921722,1733718002.982142,1733717450.8342545,0.01283,0.99176,0.0,False,0
