experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,boost_on,fan_on
1780695085.0113854,20,1780714787.047313,37.48,0.7316,37.02,0.78,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714797.102072,1780714712.4948764,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714807.1518788,37.45,0.7326,37.0,0.7798,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714817.2056937,1780714712.4948764,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714827.2466798,37.42,0.7332,37.0,0.7805,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714837.292884,1780714712.4948764,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714847.3333118,37.42,0.7339,36.98,0.7809999999999999,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714857.3712254,1780714712.4948764,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714867.4024208,37.38,0.7349,37.01,0.7814,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714877.4588387,1780714712.4948764,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714887.5089853,37.38,0.7364,37.0,0.7822,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714897.5566158,1780714892.5083776,0,-10,-10,-10,-10,0,0,1,0,True
1780695085.0113854,20,1780714907.5945358,37.34,0.7373000000000001,37.0,0.7822,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714917.6300058,1780714892.5083776,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714927.6828883,37.32,0.7381000000000001,37.02,0.7826000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714937.726085,1780714892.5083776,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714947.775701,37.31,0.7392000000000001,37.02,0.7831,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714957.8166873,1780714892.5083776,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714967.8697042,37.32,0.74,37.02,0.7833,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714977.9281743,1780714892.5083776,0,-10,-10,-10,-10,0,0,1,0,False
1780695085.0113854,20,1780714987.9721406,37.31,0.7411,37.0,0.7834000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780714998.0125914,1780714892.5083776,0,-10,-10,-10,-10,0,0,1,0,False
