experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,egg_turning_on,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,door_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1771868945.8959908,20,1771869461.830067,37.07,0.5794,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869471.8701506,1771869310.0417242,0,1,0,1,0,-1,0,0,1,False
1771868945.8959908,20,1771869481.9093864,37.07,0.5797,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869491.9420118,1771869490.0582118,0,1,0,1,0,-1,0,0,1,False
1771868945.8959908,20,1771869501.9796104,37.13,0.5795,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869512.0119486,1771869490.0582118,0,1,0,1,0,-1,0,0,1,False
1771869539.1544793,20,0,37.13,0.5794,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869543.2896438,1771869543.3131418,0,1,0,1,0,-1,0,0,0.3584091268422173,False
1771869539.1544793,20,1771869553.319768,37.2,0.5742,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869563.3460884,1771869543.3131418,0,1,0,1,0,-1,0,0,0.32400098280603146,False
1771869593.2733765,20,0,37.25,0.573,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869597.4270597,1771869597.4501848,0,1,0,1,0,-1,0,0,1,False
1771869593.2733765,20,1771869607.4923205,37.26,0.5671,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869617.5576859,1771869597.4501848,0,0,1,0,1,-1,False,True,1,False
1771869593.2733765,20,1771869627.6114666,37.27,0.5807,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869637.7105174,1771869597.4501848,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869647.797712,37.39,0.5901,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869657.8570304,1771869597.4501848,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869667.968205,37.46,0.5851,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869678.0448642,1771869597.4501848,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869688.1557233,37.56,0.5810000000000001,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869698.259593,1771869597.4501848,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869708.3366635,37.74,0.5770000000000001,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869718.4358592,1771869597.4501848,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869728.5303216,37.94,0.5731,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869738.6067612,1771869597.4501848,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869748.7057278,38.05,0.5692,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869758.7926166,1771869597.4501848,0,0,1,0,1,-1,False,True,1,False
1771869593.2733765,20,1771869768.849984,38.21,0.5779,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869778.914021,1771869777.4641316,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869789.0148706,38.35,0.5810000000000001,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869799.0740933,1771869777.4641316,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869809.1404839,38.49,0.5743,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869819.1989079,1771869777.4641316,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869829.2954829,38.62,0.5692,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869839.3904943,1771869777.4641316,0,0,1,0,1,-1,False,True,1,False
1771869593.2733765,20,1771869849.4602535,38.79,0.578,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869859.561343,1771869777.4641316,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869869.6302214,38.92,0.5813,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869879.7030299,1771869777.4641316,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869889.7781005,39.02,0.5740999999999999,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869899.8872516,1771869777.4641316,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869909.9959388,39.14,0.5693,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869920.0774834,1771869777.4641316,0,0,1,0,1,-1,False,True,1,False
1771869593.2733765,20,1771869930.1413972,39.26,0.5770000000000001,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869940.2203295,1771869777.4641316,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869950.32576,39.38,0.5804,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869960.444694,1771869957.5060925,0,0,1,0,1,-1,0,0,1,False
1771869593.2733765,20,1771869970.5398676,39.46,0.5722,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771869980.6148293,1771869957.5060925,0,0,1,0,1,-1,0,0,1,False
