experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,boost_on,fan_on
1779189160.8923721,20,1779245984.6529257,37.46,0.718,37.79,0.74,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779245994.690128,1779245563.2788959,0,-10,-10,-10,-10,0,0,1,0,False
1779189160.8923721,20,1779246004.728606,37.45,0.7188,37.77,0.7401000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246014.7781506,1779245563.2788959,0,-10,-10,-10,-10,0,0,1,0,False
1779189160.8923721,20,1779246024.840019,37.45,0.7191,37.8,0.7403000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246034.9022486,1779245563.2788959,0,-10,-10,-10,-10,0,0,1,0,False
1779189160.8923721,20,1779246044.935313,37.5,0.7188,37.81,0.7406999999999999,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246044.940429,1779245563.2788959,0,-10,-10,-10,-10,0,0,1,0,False
1779189160.8923721,20,1779246065.0126982,37.5,0.7186,37.78,0.7408,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246065.0175548,1779245563.2788959,0,-10,-10,-10,-10,0,0,1,0,False
1779189160.8923721,20,1779246085.1105278,37.54,0.7184999999999999,37.84,0.7409,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246095.1411014,1779245563.2788959,0,-10,-10,-10,-10,0,False,0,0,False
1779189160.8923721,20,1779246105.1885045,37.52,0.7179000000000001,37.81,0.7404999999999999,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246115.248502,1779245563.2788959,0,-10,-10,-10,-10,0,False,0,0,False
1779189160.8923721,20,1779246125.302014,37.52,0.7170000000000001,37.8,0.7397,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246135.3540306,1779245563.2788959,0,-10,-10,-10,-10,0,False,0,0,False
1779189160.8923721,20,1779246145.3906038,37.54,0.7162000000000001,37.82,0.7390000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246155.443567,1779246163.291863,0,-10,-10,-10,-10,0,False,0,0,True
1779189160.8923721,20,1779246165.4801006,37.54,0.7154,37.78,0.7386,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779246175.5287976,1779246163.291863,0,-10,-10,-10,-10,0,False,0,0,False
