experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,boost_on,fan_on
1780774363.1696417,20,1780973989.5960953,37.54,0.7288,37.0,0.7789,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780973999.6330166,1780974004.8344436,0,-10,-10,-10,-10,0,0,0,0,True
1780774363.1696417,20,1780974009.6849644,37.54,0.7282,37.01,0.7782,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974019.7318864,1780974004.8344436,0,-10,-10,-10,-10,0,0,0,0,True
1780774363.1696417,20,1780974029.7784472,37.53,0.7275,37.0,0.7778,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974039.8194544,1780974004.8344436,0,-10,-10,-10,-10,0,0,0,0,True
1780774363.1696417,20,1780974049.8620472,37.52,0.7271,37.0,0.7773000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974059.9117906,1780974004.8344436,0,-10,-10,-10,-10,0,0,0,0,False
1780774363.1696417,20,1780974069.946863,37.49,0.7269,37.02,0.7775,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974080.0087242,1780974004.8344436,0,-10,-10,-10,-10,0,0,1,0,False
1780774363.1696417,20,1780974090.054029,37.49,0.7277,36.99,0.7774,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974100.1074185,1780974004.8344436,0,-10,-10,-10,-10,0,0,1,0,False
1780774363.1696417,20,1780974110.1591918,37.43,0.7290000000000001,36.99,0.7781,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974120.2051961,1780974004.8344436,0,-10,-10,-10,-10,0,0,1,0,False
1780774363.1696417,20,1780974130.2478325,37.38,0.7303000000000001,37.01,0.7787000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974140.3061411,1780974004.8344436,0,-10,-10,-10,-10,0,0,1,0,False
1780774363.1696417,20,1780974150.3399978,37.37,0.7319,36.99,0.779,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974160.390233,1780974004.8344436,0,-10,-10,-10,-10,0,0,1,0,False
1780774363.1696417,20,1780974170.417275,37.34,0.733,36.98,0.7794,True,37.5,36.5,38.6,0.95,0.005,0.0,0.7,0.03,2,1780974180.4705286,1780974184.8640435,0,-10,-10,-10,-10,0,0,1,0,True
