experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,target_temperature,cooling_start_temperature,steady_state_heater_duty_guess,mass_x_specific_heat_guess,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1739559278.1001701,20,1739569062.1034322,34.43,0.24550000000000002,37.5,38,-0.08634759262573287,-0.27893323787361973,0.37,0.03,2,1739569081.9440064,1739569020.7503738,1739568479.7743368,0.99985,0.99973,0.99985,0.99973,False,True,0.8,False
