experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,boost_on,fan_on
1779284442.0238676,20,1779332386.134075,37.49,0.7205,37.62,0.7488,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332396.1830971,1779331844.3860574,0,-10,-10,-10,-10,0,0,1,0,False
1779284442.0238676,20,1779332406.2170506,37.51,0.7204,37.58,0.7488,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332416.269342,1779331844.3860574,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332426.3084016,37.52,0.7212000000000001,37.6,0.7487,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332436.348222,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,True
1779284442.0238676,20,1779332446.3939946,37.51,0.7209000000000001,37.57,0.7487,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332456.4413974,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332466.4675844,37.51,0.7203,37.55,0.7484999999999999,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332476.5167518,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332486.5541925,37.54,0.7198000000000001,37.54,0.7483,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332496.582686,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332506.6278193,37.54,0.7191,37.55,0.7484000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332516.6659899,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332526.7033045,37.55,0.7187,37.55,0.7483,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332536.7376037,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332546.785377,37.52,0.7177,37.53,0.7481,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332556.8308537,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332566.8872755,37.52,0.7175,37.53,0.7482,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332576.9275753,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332586.987064,37.54,0.7169,37.52,0.7482,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332597.02826,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332607.065174,37.54,0.7164,37.53,0.7479000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332617.1009245,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332627.132879,37.53,0.7164,37.52,0.7481,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332637.1864195,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332647.2430024,37.53,0.716,37.5,0.7479000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332657.2823045,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332667.3167207,37.5,0.7156999999999999,37.49,0.748,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332657.2823045,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332687.3975928,37.5,0.7158,37.49,0.7481,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332687.4024076,1779332444.3961434,0,-10,-10,-10,-10,0,0,1,0,False
1779284442.0238676,20,1779332707.489031,37.5,0.7158,37.47,0.7487,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332687.4024076,1779332444.3961434,0,-10,-10,-10,-10,0,0,1,0,False
1779284442.0238676,20,1779332727.5705442,37.46,0.7159000000000001,37.46,0.7491,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332737.6110382,1779332444.3961434,0,-10,-10,-10,-10,0,0,1,0,False
1779284442.0238676,20,1779332747.6386306,37.52,0.7162999999999999,37.45,0.7497,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332757.700561,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332767.7530253,37.5,0.7164,37.39,0.7499,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332757.700561,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
1779284442.0238676,20,1779332787.826773,37.5,0.716,37.42,0.7502,True,37.5,36.5,38.6,0.95,0.005,0.0,0.4,0.03,2,1779332787.8315868,1779332444.3961434,0,-10,-10,-10,-10,0,False,0,0,False
