experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,boost_on,fan_on
1779127770.6292388,20,0,25.81,0.5949,20.5,0.8068000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127771.6919882,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127781.708682,25.9,0.5947,20.55,0.807,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127791.7271051,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127801.7414455,25.98,0.5944,20.7,0.8076000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127811.7599554,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127821.7712958,26.08,0.5942000000000001,20.71,0.8093000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127831.7855432,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127841.8000124,26.19,0.5939,20.8,0.8088,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127851.8182092,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127861.8345168,26.26,0.5933,20.85,0.8078000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127871.8506718,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127881.8663232,26.36,0.5934,20.93,0.8099,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127891.8820426,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127901.8995962,26.47,0.593,20.99,0.8090999999999999,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127911.9132187,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127921.9260669,26.54,0.5925,21.05,0.8104000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127931.9466798,1779127771.721175,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127941.9605854,26.66,0.5922999999999999,21.11,0.8116,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127951.9805806,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127961.9952679,26.77,0.5918,21.2,0.8125,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127972.0084963,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779127982.0215998,26.83,0.5916,21.28,0.8123,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779127992.0413973,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128002.057063,26.93,0.5912,21.36,0.8126000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128012.0741298,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128022.0847552,27.04,0.5912,21.44,0.8136,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128032.1047359,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128042.1166718,27.16,0.5912,21.49,0.8140999999999999,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128052.130877,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128062.1402586,27.23,0.5909000000000001,21.53,0.8142,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128072.1555245,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128082.1653092,27.32,0.5907,21.62,0.8148000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128092.1772459,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128102.186561,27.41,0.5905,21.74,0.8156,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128112.2019415,1779127951.7215781,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128122.2148006,27.51,0.5903,21.77,0.8156,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128132.2307487,1779128131.7248259,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128142.2435055,27.61,0.5902000000000001,21.9,0.8168000000000001,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128152.2622862,1779128131.7248259,0,-10,-10,-10,-10,0,0,1,1,False
1779127770.6292388,20,1779128162.2778432,27.7,0.5898,21.99,0.8174,True,37.5,36.5,38.6,0.95,0.005,0.0,0.6,0.03,2,1779128172.2918293,1779128131.7248259,0,-10,-10,-10,-10,0,0,1,1,False
