experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,egg_turning_on,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768421185.8923664,20,1768622396.6321952,37.56,0.5722,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622416.6308086,1768622405.996397,0,1,1,1,1,0,0,0,False
1768421185.8923664,20,1768622416.6920261,37.59,0.5678,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622436.6438117,1768622405.996397,0,1,1,1,1,0,1,0,False
1768421185.8923664,20,1768622436.7052784,37.56,0.5876,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622456.6443074,1768622405.996397,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768622456.7218199,37.57,0.585,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622476.675953,1768622405.996397,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768622476.7475467,37.54,0.5768,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622496.7374914,1768622405.996397,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768622496.8162591,37.55,0.5682,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622516.7992523,1768622405.996397,0,0,1,0,1,0,1,0,False
1768421185.8923664,20,1768622516.8793705,37.55,0.5807,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622536.804234,1768622405.996397,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768622536.8830366,37.5,0.5763,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622556.6000402,1768622405.996397,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768622556.9490318,37.5,0.5694,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622576.4331923,1768622405.996397,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768622577.2104595,37.47,0.5801,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622597.0974376,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622597.4822328,37.45,0.5791,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622617.4105513,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622617.792949,37.45,0.5725,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622637.7086315,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622638.0989535,37.43,0.5710000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622658.0241764,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622658.405536,37.45,0.5815,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622678.3080213,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622678.695468,37.45,0.5757,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622698.5726438,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622698.955758,37.45,0.5688000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622718.9083185,1768622586.2329352,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768622719.3010242,37.47,0.5810000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622739.2010021,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622739.5891643,37.46,0.5787,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622759.4888537,1768622586.2329352,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768622759.8785028,37.51,0.5709000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768622779.8688822,1768622766.6199756,0,0,1,0,1,0,0,0,False
