experiment_begin_timestamp,experiment_sec,experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,target_temperature,heating_proportional_Cf,cooling_proportional_Cf,target_humidity_high,target_humidity_low,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,fan_on,humidifyer_on,heater_on
-1000,0,1728502637.0217853,20,1728512502.9014778,38.41,0.4103,38.79,0.3771,38.33,5.0,1.0,0.45,0.4,2,1728512521.1209447,0,1,False,0
-1000,0,1728502637.0217853,20,1728512524.7710285,38.44,0.4062,38.76,0.37200000000000005,38.33,5.0,1.0,0.45,0.4,2,1728512542.9819052,0,1,False,0
-1000,0,1728502637.0217853,20,1728512546.6343198,38.46,0.4022,38.76,0.36869999999999997,38.33,5.0,1.0,0.45,0.4,2,1728512564.856411,0,1,False,0
-1000,0,1728502637.0217853,20,1728512568.5076509,38.44,0.39840000000000003,38.73,0.36450000000000005,38.33,5.0,1.0,0.45,0.4,2,1728512586.717273,0,1,1,0
-1000,0,1728502637.0217853,20,1728512590.365344,38.43,0.3987,38.69,0.3682,38.33,5.0,1.0,0.45,0.4,2,1728512608.5774057,0,1,1,0
-1000,0,1728502637.0217853,20,1728512612.2265465,38.39,0.4067,38.59,0.3799,38.33,5.0,1.0,0.45,0.4,2,1728512630.4334946,0,1,False,0
-1000,0,1728502637.0217853,20,1728512634.087213,38.36,0.40890000000000004,38.47,0.3814,38.33,5.0,1.0,0.45,0.4,2,1728512652.300316,0,1,False,0
-1000,0,1728502637.0217853,20,1728512655.9533505,38.34,0.4078,38.39,0.37920000000000004,38.33,5.0,1.0,0.45,0.4,2,1728512674.1559305,0,1,False,0
-1000,0,1728502637.0217853,20,1728512677.8051405,38.24,0.4047,38.31,0.3764,38.33,5.0,1.0,0.45,0.4,2,1728512697.2697387,0,0,0,1
-1000,0,1728502637.0217853,20,1728512700.5228553,38.18,0.40390000000000004,38.16,0.3769,38.33,5.0,1.0,0.45,0.4,2,1728512719.9795687,0,0,0,1
-1000,0,1728502637.0217853,20,1728512723.2279258,38.13,0.4042,38.05,0.37829999999999997,38.33,5.0,1.0,0.45,0.4,2,1728512742.6828213,0,0,0,1
-1000,0,1728502637.0217853,20,1728512745.93449,38.03,0.4045,37.99,0.37950000000000006,38.33,5.0,1.0,0.45,0.4,2,1728512765.391215,0,0,0,1
-1000,0,1728502637.0217853,20,1728512768.6419501,37.98,0.40520000000000006,37.88,0.381,38.33,5.0,1.0,0.45,0.4,2,1728512788.105501,0,0,0,1
-1000,0,1728502637.0217853,20,1728512791.3554995,37.98,0.4058,37.83,0.3824,38.33,5.0,1.0,0.45,0.4,2,1728512810.8233216,0,0,0,1
-1000,0,1728502637.0217853,20,1728512814.0763676,37.92,0.40659999999999996,37.78,0.3839,38.33,5.0,1.0,0.45,0.4,2,1728512833.5450094,0,0,0,1
-1000,0,1728502637.0217853,20,1728512836.7959063,37.93,0.4078,37.79,0.3851,38.33,5.0,1.0,0.45,0.4,2,1728512856.2724373,0,0,0,1
-1000,0,1728502637.0217853,20,1728512859.5233152,37.93,0.40850000000000003,37.75,0.3859,38.33,5.0,1.0,0.45,0.4,2,1728512878.9757257,0,0,0,1
-1000,0,1728502637.0217853,20,1728512882.224796,37.91,0.4096,37.78,0.3866,38.33,5.0,1.0,0.45,0.4,2,1728512901.68762,0,0,0,1
-1000,0,1728502637.0217853,20,1728512904.9406219,37.9,0.4105,37.77,0.3874,38.33,5.0,1.0,0.45,0.4,2,1728512924.3924305,0,0,0,1
-1000,0,1728502637.0217853,20,1728512927.6432106,37.89,0.4112,37.79,0.3883,38.33,5.0,1.0,0.45,0.4,2,1728512947.0943055,0,0,0,1
-1000,0,1728502637.0217853,20,1728512950.3405552,37.89,0.4119,37.79,0.38880000000000003,38.33,5.0,1.0,0.45,0.4,2,1728512969.8037167,0,0,0,1
-1000,0,1728502637.0217853,20,1728512973.055622,37.88,0.41270000000000007,37.82,0.389,38.33,5.0,1.0,0.45,0.4,2,1728512992.5072205,0,0,0,1
-1000,0,1728502637.0217853,20,1728512995.7597415,37.9,0.413,37.82,0.3895,38.33,5.0,1.0,0.45,0.4,2,1728513015.2254438,0,0,0,1
-1000,0,1728502637.0217853,20,1728513018.4748123,37.91,0.41369999999999996,37.86,0.3901,38.33,5.0,1.0,0.45,0.4,2,1728513037.9410005,0,0,0,1
-1000,0,1728502637.0217853,20,1728513041.1912441,37.92,0.4143,37.85,0.3901,38.33,5.0,1.0,0.45,0.4,2,1728513060.6549356,0,0,0,1
-1000,0,1728502637.0217853,20,1728513063.9067879,37.94,0.4147,37.93,0.3904,38.33,5.0,1.0,0.45,0.4,2,1728513083.3657327,0,0,0,1
-1000,0,1728502637.0217853,20,1728513086.6157846,37.95,0.4153,37.97,0.3907,38.33,5.0,1.0,0.45,0.4,2,1728513106.0781484,0,0,0,1
-1000,0,1728502637.0217853,20,1728513109.3252919,37.97,0.41590000000000005,38.04,0.39060000000000006,38.33,5.0,1.0,0.45,0.4,2,1728513128.8005435,0,0,0,1
-1000,0,1728502637.0217853,20,1728513132.0492368,37.96,0.41630000000000006,38.04,0.3907,38.33,5.0,1.0,0.45,0.4,2,1728513151.5154455,0,0,0,1
-1000,0,1728502637.0217853,20,1728513154.7607422,38.0,0.4167,38.14,0.39060000000000006,38.33,5.0,1.0,0.45,0.4,2,1728513174.22414,0,0,0,1
-1000,0,1728502637.0217853,20,1728513177.474035,38.03,0.4169,38.19,0.3909,38.33,5.0,1.0,0.45,0.4,2,1728513196.9357197,0,0,0,1
-1000,0,1728502637.0217853,20,1728513200.1847508,38.07,0.4173,38.26,0.3909,38.33,5.0,1.0,0.45,0.4,2,1728513219.6327226,0,0,0,1
-1000,0,1728502637.0217853,20,1728513222.8780055,38.11,0.4172,38.31,0.3904,38.33,5.0,1.0,0.45,0.4,2,1728513242.3512158,0,0,0,1
-1000,0,1728502637.0217853,20,1728513245.6037552,38.13,0.4177,38.32,0.3904,38.33,5.0,1.0,0.45,0.4,2,1728513265.0637965,0,0,0,1
-1000,0,1728502637.0217853,20,1728513268.3129115,38.14,0.418,38.35,0.39,38.33,5.0,1.0,0.45,0.4,2,1728513287.7812972,0,0,0,1
-1000,0,1728502637.0217853,20,1728513291.0323472,38.22,0.418,38.45,0.3898,38.33,5.0,1.0,0.45,0.4,2,1728513310.4890695,0,0,0,1
-1000,0,1728502637.0217853,20,1728513313.7399018,38.25,0.4183,38.49,0.3895,38.33,5.0,1.0,0.45,0.4,2,1728513333.18926,0,0,0,1
-1000,0,1728502637.0217853,20,1728513336.4396398,38.32,0.41850000000000004,38.52,0.38920000000000005,38.33,5.0,1.0,0.45,0.4,2,1728513355.9006155,0,0,0,1
-1000,0,1728502637.0217853,20,1728513359.152007,38.32,0.4183,38.58,0.3885,38.33,5.0,1.0,0.45,0.4,2,1728513379.002612,0,0,0,1
-1000,0,1728502637.0217853,20,1728513382.255319,38.33,0.4182,38.67,0.3879,38.33,5.0,1.0,0.45,0.4,2,1728513396.0283349,0,1,False,0
-1000,0,1728502637.0217853,20,1728513403.3219995,38.42,0.4153,38.71,0.38380000000000003,38.33,5.0,1.0,0.45,0.4,2,1728513421.5324066,0,1,False,0
-1000,0,1728502637.0217853,20,1728513425.1823132,38.41,0.4094,38.73,0.3765,38.33,5.0,1.0,0.45,0.4,2,1728513443.39032,0,1,False,0
-1000,0,1728502637.0217853,20,1728513447.0413275,38.44,0.40409999999999996,38.76,0.36950000000000005,38.33,5.0,1.0,0.45,0.4,2,1728513465.259108,0,1,False,0
-1000,0,1728502637.0217853,20,1728513468.9091918,38.43,0.3983,38.76,0.36369999999999997,38.33,5.0,1.0,0.45,0.4,2,1728513487.1217942,0,1,1,0
-1000,0,1728502637.0217853,20,1728513490.7693398,38.44,0.3969,38.73,0.365,38.33,5.0,1.0,0.45,0.4,2,1728513508.9946136,0,1,1,0
-1000,0,1728502637.0217853,20,1728513512.6466997,38.42,0.4032,38.7,0.3753,38.33,5.0,1.0,0.45,0.4,2,1728513530.8596709,0,1,False,0
-1000,0,1728502637.0217853,20,1728513534.508193,38.44,0.4068,38.61,0.3786,38.33,5.0,1.0,0.45,0.4,2,1728513552.7050607,0,1,False,0
-1000,0,1728502637.0217853,20,1728513556.353942,38.4,0.4048,38.51,0.3747,38.33,5.0,1.0,0.45,0.4,2,1728513574.5539472,0,1,False,0
-1000,0,1728502637.0217853,20,1728513578.2048151,38.31,0.4,38.39,0.36979999999999996,38.33,5.0,1.0,0.45,0.4,2,1728513592.7776492,0,1,False,0
-1000,0,1728502637.0217853,20,1728513600.0714777,38.29,0.39590000000000003,38.28,0.3665,38.33,5.0,1.0,0.45,0.4,2,1728513619.9390135,0,False,True,1
-1000,0,1728502637.0217853,20,1728513623.1895072,38.18,0.4047,38.21,0.381,38.33,5.0,1.0,0.45,0.4,2,1728513642.666442,0,0,0,1
-1000,0,1728502637.0217853,20,1728513645.9175906,38.11,0.4168,38.0,0.39630000000000004,38.33,5.0,1.0,0.45,0.4,2,1728513665.3854222,0,0,0,1
-1000,0,1728502637.0217853,20,1728513668.6358323,38.01,0.4226,37.86,0.4021,38.33,5.0,1.0,0.45,0.4,2,1728513688.1074855,0,0,0,1
-1000,0,1728502637.0217853,20,1728513691.3572142,37.97,0.4265,37.79,0.4069,38.33,5.0,1.0,0.45,0.4,2,1728513710.8196054,0,0,0,1
-1000,0,1728502637.0217853,20,1728513714.0669749,37.95,0.42850000000000005,37.76,0.4106,38.33,5.0,1.0,0.45,0.4,2,1728513733.5277684,0,0,0,1
-1000,0,1728502637.0217853,20,1728513736.7741854,37.91,0.4302,37.7,0.41159999999999997,38.33,5.0,1.0,0.45,0.4,2,1728513756.227661,0,0,0,1
-1000,0,1728502637.0217853,20,1728513759.4807568,37.88,0.4315,37.65,0.41259999999999997,38.33,5.0,1.0,0.45,0.4,2,1728513778.953016,0,0,0,1
-1000,0,1728502637.0217853,20,1728513782.2041626,37.87,0.4325,37.58,0.4136,38.33,5.0,1.0,0.45,0.4,2,1728513801.6781783,0,0,0,1
-1000,0,1728502637.0217853,20,1728513804.9272661,37.84,0.43310000000000004,37.55,0.414,38.33,5.0,1.0,0.45,0.4,2,1728513824.396228,0,0,0,1
-1000,0,1728502637.0217853,20,1728513827.6481137,37.83,0.4335,37.56,0.4148,38.33,5.0,1.0,0.45,0.4,2,1728513847.1134434,0,0,0,1
-1000,0,1728502637.0217853,20,1728513850.3627744,37.82,0.4341,37.57,0.4148,38.33,5.0,1.0,0.45,0.4,2,1728513869.837896,0,0,0,1
-1000,0,1728502637.0217853,20,1728513873.0950403,37.8,0.43479999999999996,37.57,0.4147,38.33,5.0,1.0,0.45,0.4,2,1728513892.5711563,0,0,0,1
-1000,0,1728502637.0217853,20,1728513895.8202066,37.78,0.43479999999999996,37.59,0.4146,38.33,5.0,1.0,0.45,0.4,2,1728513915.2825603,0,0,0,1
-1000,0,1728502637.0217853,20,1728513918.5298686,37.83,0.4351,37.65,0.4146,38.33,5.0,1.0,0.45,0.4,2,1728513937.986499,0,0,0,1
-1000,0,1728502637.0217853,20,1728513941.239066,37.84,0.4353,37.66,0.4144,38.33,5.0,1.0,0.45,0.4,2,1728513960.691729,0,0,0,1
-1000,0,1728502637.0217853,20,1728513963.9401662,37.83,0.4353,37.71,0.41409999999999997,38.33,5.0,1.0,0.45,0.4,2,1728513983.3986268,0,0,0,1
-1000,0,1728502637.0217853,20,1728513986.6478598,37.84,0.4354,37.75,0.414,38.33,5.0,1.0,0.45,0.4,2,1728514006.1092677,0,0,0,1
-1000,0,1728502637.0217853,20,1728514009.3575397,37.89,0.43590000000000007,37.78,0.41350000000000003,38.33,5.0,1.0,0.45,0.4,2,1728514028.832122,0,0,0,1
-1000,0,1728502637.0217853,20,1728514032.0834706,37.9,0.4355,37.79,0.4131,38.33,5.0,1.0,0.45,0.4,2,1728514051.5503666,0,0,0,1
-1000,0,1728502637.0217853,20,1728514054.8040786,37.88,0.43579999999999997,37.83,0.4123,38.33,5.0,1.0,0.45,0.4,2,1728514074.2568388,0,0,0,1
