experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,egg_turning_on,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768421185.8923664,20,1768449590.7380438,37.55,0.5843,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449610.7247515,1768449473.8075373,0,1,1,1,1,False,0,0,False
1768421185.8923664,20,1768449610.7770672,37.53,0.5804,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449630.7596006,1768449473.8075373,0,1,1,1,1,False,0,0,False
1768421185.8923664,20,1768449630.8213198,37.51,0.5724,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449650.7848825,1768449473.8075373,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768449650.855896,37.47,0.5720000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449670.7820346,1768449654.0815234,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449671.1628084,37.47,0.5839,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449691.1318758,1768449654.0815234,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449691.5195272,37.44,0.5802,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449711.4090936,1768449654.0815234,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449711.7981632,37.44,0.5743,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449731.7469049,1768449654.0815234,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449732.1321442,37.43,0.5683,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449752.0479825,1768449654.0815234,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768449752.4300985,37.44,0.5834,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449772.289097,1768449654.0815234,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449772.6834667,37.44,0.5819,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449792.521076,1768449654.0815234,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449792.901518,37.47,0.5759000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449812.535886,1768449654.0815234,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449812.9168148,37.46,0.5692,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449832.8743198,1768449654.0815234,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768449833.2551854,37.47,0.579,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449853.1565595,1768449834.4152157,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449853.5455136,37.49,0.5783,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449873.4409807,1768449834.4152157,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768449873.824024,37.54,0.5723,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449893.7607975,1768449834.4152157,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768449893.831915,37.56,0.5710000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449913.7732067,1768449834.4152157,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768449913.8518255,37.58,0.5825,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449933.8471174,1768449834.4152157,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768449933.918522,37.59,0.5767,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449953.879267,1768449834.4152157,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768449953.9503894,37.61,0.5688000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449973.8909757,1768449834.4152157,0,0,1,0,1,0,1,0,False
1768421185.8923664,20,1768449973.9617052,37.59,0.5808,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768449993.9406507,1768449834.4152157,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768449994.0181186,37.58,0.5798,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450013.9784288,1768449834.4152157,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450014.054323,37.57,0.5726,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450034.044032,1768450014.4350398,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450034.1152172,37.5,0.5715,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450053.7671309,1768450014.4350398,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450054.1373715,37.5,0.5819,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450073.4838488,1768450014.4350398,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450074.2589653,37.47,0.5776,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450094.142385,1768450014.4350398,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450094.5249133,37.46,0.5720000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450114.4070072,1768450014.4350398,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450114.795072,37.44,0.5716,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450134.61387,1768450014.4350398,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450134.9957635,37.44,0.5832,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450154.8644962,1768450014.4350398,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450155.250016,37.43,0.5788000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450175.1109993,1768450014.4350398,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450175.490556,37.43,0.573,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450195.3549912,1768450194.5935624,0,0,1,0,1,0,0,1,True
1768421185.8923664,20,1768450195.7357306,37.46,0.5694,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450215.6748042,1768450194.5935624,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768450216.06435,37.43,0.5836,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450236.0087693,1768450194.5935624,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450236.3906338,37.45,0.5794,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450256.3049128,1768450194.5935624,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450256.6848514,37.47,0.5731,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450276.5081913,1768450194.5935624,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450276.8884132,37.49,0.5692,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450296.7256734,1768450194.5935624,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768450297.1074486,37.47,0.5838,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450317.016193,1768450194.5935624,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450317.403815,37.52,0.5787,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450337.380612,1768450194.5935624,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450337.4595418,37.58,0.5710000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450357.4123816,1768450194.5935624,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450357.4828057,37.57,0.5753,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450377.442755,1768450374.6222632,0,0,1,0,1,0,0,0,True
1768421185.8923664,20,1768450377.5131514,37.6,0.5813,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450397.478401,1768450374.6222632,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450397.548674,37.58,0.5748,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450417.4769292,1768450374.6222632,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450417.557633,37.62,0.5673,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450437.5461326,1768450374.6222632,0,0,1,0,1,0,1,0,False
1768421185.8923664,20,1768450437.6259751,37.55,0.5822,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450457.5929976,1768450374.6222632,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450457.6646001,37.55,0.5795,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450477.6175706,1768450374.6222632,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450477.6883504,37.52,0.5724,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450497.68181,1768450374.6222632,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768450497.7582915,37.5,0.5706,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450517.260124,1768450374.6222632,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768450518.020103,37.47,0.5855,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450537.8362746,1768450374.6222632,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450538.216268,37.46,0.5822999999999999,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450557.9829333,1768450554.9441543,0,0,1,0,1,0,0,1,True
1768421185.8923664,20,1768450558.3707218,37.42,0.5757,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450578.2342994,1768450554.9441543,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450578.6225688,37.41,0.5695,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450598.557121,1768450554.9441543,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1768450598.9384284,37.45,0.5817,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450618.9053774,1768450554.9441543,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450619.2931726,37.45,0.5827,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450639.1215417,1768450554.9441543,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450639.5029027,37.43,0.5766,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450659.4965885,1768450554.9441543,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450659.8799741,37.44,0.5700999999999999,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450679.6953416,1768450554.9441543,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768450680.0954027,37.46,0.5807,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768450699.96534,1768450554.9441543,0,0,1,0,1,0,0,1,False
