experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768957255.0221,20,1769140781.7880878,32.1,0.5804,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140801.6327624,1769140663.385689,1769138495.2248726,1.0,0.00684,1.0,0.00684,0,0,1,False
1768957255.0221,20,1769140802.0492196,32.09,0.5841,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140821.8970728,1769140663.385689,1769138495.2248726,1.0,0.00681,1.0,0.00681,0,0,1,False
1768957255.0221,20,1769140822.314656,32.1,0.5677000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140842.1938674,1769140663.385689,1769138495.2248726,1.0,0.00674,1.0,0.00674,False,True,1,False
1768957255.0221,20,1769140842.6110473,32.12,0.5738000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140862.606139,1769140843.9678478,1769138495.2248726,1.0,0.00684,1.0,0.00684,0,0,1,False
1768957255.0221,20,1769140863.0161917,32.11,0.5872999999999999,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140882.8950357,1769140843.9678478,1769138495.2248726,1.0,0.00644,1.0,0.00644,0,0,1,False
1768957255.0221,20,1769140883.3079414,32.08,0.5732,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140903.1338165,1769140843.9678478,1769138495.2248726,1.0,0.00613,1.0,0.00613,0,0,1,False
1768957255.0221,20,1769140903.552276,32.08,0.5668,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140923.3967283,1769140843.9678478,1769138495.2248726,1.0,0.00677,1.0,0.00677,False,True,1,False
1768957255.0221,20,1769140923.815902,32.1,0.5872999999999999,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140943.665817,1769140843.9678478,1769138495.2248726,1.0,0.00616,1.0,0.00616,0,0,1,False
1768957255.0221,20,1769140944.0798986,32.09,0.5753,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140963.9634082,1769140843.9678478,1769138495.2248726,1.0,0.00656,1.0,0.00656,0,0,1,False
1768957255.0221,20,1769140964.3756914,32.07,0.5652,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769140984.263858,1769140843.9678478,1769138495.2248726,1.0,0.00754,1.0,0.00754,False,True,1,False
1768957255.0221,20,1769140984.679407,32.1,0.5892000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141004.5620837,1769140843.9678478,1769138495.2248726,1.0,0.00626,1.0,0.00626,0,0,1,False
1768957255.0221,20,1769141004.9794676,32.09,0.5794,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141024.922534,1769141024.5075078,1769138495.2248726,1.0,0.0069,1.0,0.0069,0,0,1,False
1768957255.0221,20,1769141025.3420084,32.09,0.5608,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141045.1881347,1769141024.5075078,1769138495.2248726,1.0,0.00751,1.0,0.00751,False,True,1,False
1768957255.0221,20,1769141045.6016028,32.08,0.5860000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141065.468536,1769141024.5075078,1769138495.2248726,1.0,0.00662,1.0,0.00662,0,0,1,False
1768957255.0221,20,1769141065.8840764,32.08,0.5821000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141085.7279508,1769141024.5075078,1769138495.2248726,1.0,0.0069,1.0,0.0069,0,0,1,False
1768957255.0221,20,1769141086.1445644,32.12,0.5656,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141106.0349872,1769141024.5075078,1769138495.2248726,1.0,0.00693,1.0,0.00693,False,True,1,False
1768957255.0221,20,1769141106.4496427,32.07,0.5819,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141126.3020673,1769141024.5075078,1769138495.2248726,1.0,0.00687,1.0,0.00687,0,0,1,False
1768957255.0221,20,1769141126.7204123,32.12,0.5828,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141146.5844243,1769141024.5075078,1769138495.2248726,1.0,0.00699,1.0,0.00699,0,0,1,False
1768957255.0221,20,1769141146.9947896,32.05,0.5661,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141166.840543,1769141024.5075078,1769138495.2248726,1.0,0.00757,1.0,0.00757,False,True,1,False
1768957255.0221,20,1769141167.2565045,32.12,0.5801,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141187.1481616,1769141024.5075078,1769138495.2248726,1.0,0.00687,1.0,0.00687,0,0,1,False
1768957255.0221,20,1769141187.5613382,32.12,0.5837,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141207.5227373,1769141205.0330648,1769138495.2248726,1.0,0.0069,1.0,0.0069,0,0,1,False
1768957255.0221,20,1769141207.938795,32.1,0.5660000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141227.80643,1769141205.0330648,1769138495.2248726,1.0,0.00726,1.0,0.00726,False,True,1,False
1768957255.0221,20,1769141228.222715,32.11,0.579,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141248.10534,1769141205.0330648,1769138495.2248726,1.0,0.00647,1.0,0.00647,0,0,1,False
1768957255.0221,20,1769141248.5242982,32.13,0.5867,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141268.385011,1769141205.0330648,1769138495.2248726,1.0,0.00693,1.0,0.00693,0,0,1,False
1768957255.0221,20,1769141268.8025117,32.12,0.5726,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141288.6164896,1769141205.0330648,1769138495.2248726,1.0,0.00623,1.0,0.00623,0,0,1,False
1768957255.0221,20,1769141289.0345054,32.12,0.5675,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141308.8910813,1769141205.0330648,1769138495.2248726,1.0,0.00729,1.0,0.00729,False,True,1,False
1768957255.0221,20,1769141309.3056614,32.13,0.5878,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141329.1711047,1769141205.0330648,1769138495.2248726,1.0,0.00696,1.0,0.00696,0,0,1,False
1768957255.0221,20,1769141329.587747,32.12,0.5752,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141349.462941,1769141205.0330648,1769138495.2248726,1.0,0.00687,1.0,0.00687,0,0,1,False
1768957255.0221,20,1769141349.8759186,32.13,0.5654,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141369.7484548,1769141205.0330648,1769138495.2248726,1.0,0.00766,1.0,0.00766,False,True,1,False
1768957255.0221,20,1769141370.1627748,32.12,0.5886,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141390.144593,1769141385.5963209,1769138495.2248726,1.0,0.00681,1.0,0.00681,0,0,1,False
1768957255.0221,20,1769141390.5614843,32.1,0.5752,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141410.4252095,1769141385.5963209,1769138495.2248726,1.0,0.00629,1.0,0.00629,0,0,1,False
1768957255.0221,20,1769141410.8405533,32.13,0.5648,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141430.7036269,1769141385.5963209,1769138495.2248726,1.0,0.00693,1.0,0.00693,False,True,1,False
1768957255.0221,20,1769141431.1196642,32.14,0.5876,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141450.9973242,1769141385.5963209,1769138495.2248726,1.0,0.00653,1.0,0.00653,0,0,1,False
1768957255.0221,20,1769141451.4146242,32.11,0.5760000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141471.317589,1769141385.5963209,1769138495.2248726,1.0,0.00635,1.0,0.00635,0,0,1,False
1768957255.0221,20,1769141471.733839,32.12,0.5645,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141491.5705805,1769141385.5963209,1769138495.2248726,1.0,0.00693,1.0,0.00693,False,True,1,False
1768957255.0221,20,1769141491.9863145,32.13,0.5872,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141511.876487,1769141385.5963209,1769138495.2248726,1.0,0.00693,1.0,0.00693,0,0,1,False
1768957255.0221,20,1769141512.2897134,32.12,0.5769,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141532.1350079,1769141385.5963209,1769138495.2248726,1.0,0.0062,1.0,0.0062,0,0,1,False
1768957255.0221,20,1769141532.5408738,32.12,0.5635,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141552.3968117,1769141385.5963209,1769138495.2248726,1.0,0.00732,1.0,0.00732,False,True,1,False
1768957255.0221,20,1769141552.8123467,32.14,0.5870000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141572.488179,1769141566.6982625,1769141566.1769156,1.0,1.0,1.0,1.0,0,0,1,False
1768957255.0221,20,1769141572.9053085,32.13,0.5785,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141592.7774992,1769141566.6982625,1769141566.1769156,1.0,1.0,1.0,1.0,0,0,1,False
1768957255.0221,20,1769141593.1893291,32.14,0.5640999999999999,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141613.0708423,1769141566.6982625,1769141566.1769156,1.0,1.0,1.0,1.0,False,True,1,False
1768957255.0221,20,1769141613.4882634,32.13,0.5745,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141633.3366241,1769141566.6982625,1769141566.1769156,1.0,1.0,1.0,1.0,0,0,1,False
1768957255.0221,20,1769141633.753506,32.12,0.5888,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141653.6210399,1769141566.6982625,1769141566.1769156,0.78104,1.0,0.78104,1.0,0,0,1,False
1768957255.0221,20,1769141654.0358949,32.15,0.5740999999999999,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141673.9042566,1769141566.6982625,1769141566.1769156,0.00781,1.0,0.00781,1.0,0,0,1,False
1768957255.0221,20,1769141674.3226416,32.14,0.5632,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141694.1703432,1769141566.6982625,1769141566.1769156,0.00894,1.0,0.00894,1.0,False,True,1,False
1768957255.0221,20,1769141694.5835717,32.14,0.5902000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141714.4508903,1769141566.6982625,1769141566.1769156,0.0076,1.0,0.0076,1.0,0,0,1,False
1768957255.0221,20,1769141714.8663487,32.1,0.5807,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141734.7301278,1769141566.6982625,1769141566.1769156,0.0083,1.0,0.0083,1.0,0,0,1,False
1768957255.0221,20,1769141735.1365876,32.12,0.5653,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141755.1154203,1769141747.247699,1769141566.1769156,0.00824,1.0,0.00824,1.0,False,True,1,False
1768957255.0221,20,1769141755.5287833,32.12,0.5799000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141775.399343,1769141747.247699,1769141566.1769156,0.0079,1.0,0.0079,1.0,0,0,1,False
1768957255.0221,20,1769141775.8131118,32.11,0.5833,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141795.667243,1769141747.247699,1769141566.1769156,0.00754,1.0,0.00754,1.0,0,0,1,False
1768957255.0221,20,1769141796.0837922,32.08,0.5677000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141815.9631224,1769141747.247699,1769141566.1769156,0.00833,1.0,0.00833,1.0,False,True,1,False
1768957255.0221,20,1769141816.3783696,32.1,0.5756,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141836.267167,1769141747.247699,1769141566.1769156,0.00867,1.0,0.00867,1.0,0,0,1,False
1768957255.0221,20,1769141836.6819623,32.08,0.5860000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141856.5446355,1769141747.247699,1769141566.1769156,0.00778,1.0,0.00778,1.0,0,0,1,False
1768957255.0221,20,1769141856.9608693,32.08,0.5708,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141876.8371744,1769141747.247699,1769141566.1769156,0.00769,1.0,0.00769,1.0,0,0,1,False
1768957255.0221,20,1769141877.2529156,32.09,0.5686,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141897.105153,1769141747.247699,1769141566.1769156,0.00812,1.0,0.00812,1.0,False,True,1,False
1768957255.0221,20,1769141897.5215278,32.06,0.5886,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141917.37147,1769141747.247699,1769141566.1769156,0.00806,1.0,0.00806,1.0,0,0,1,False
1768957255.0221,20,1769141917.7886138,32.09,0.5746,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141937.727574,1769141927.8050115,1769141566.1769156,0.00839,1.0,0.00839,1.0,0,0,1,False
1768957255.0221,20,1769141938.1444898,32.06,0.5638000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141958.0010371,1769141927.8050115,1769141566.1769156,0.00815,1.0,0.00815,1.0,False,True,1,False
1768957255.0221,20,1769141958.4150846,32.07,0.5884,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141978.3114035,1769141927.8050115,1769141566.1769156,0.00836,1.0,0.00836,1.0,0,0,1,False
1768957255.0221,20,1769141978.729758,32.08,0.5796,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769141998.589066,1769141927.8050115,1769141566.1769156,0.0083,1.0,0.0083,1.0,0,0,1,False
1768957255.0221,20,1769141999.0072236,32.08,0.5619,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769142018.8655496,1769141927.8050115,1769141566.1769156,0.00842,1.0,0.00842,1.0,False,True,1,False
