experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,egg_turning_on,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768421185.8923664,20,1769227189.1308944,37.46,0.5892000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227208.9245727,1769227150.6884153,0,1,1,1,1,0,0,1,False
1768421185.8923664,20,1769227209.4104502,37.47,0.5860000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227229.1783116,1769227150.6884153,0,1,1,1,1,0,0,1,False
1768421185.8923664,20,1769227229.551705,37.48,0.579,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227249.4550028,1769227150.6884153,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1769227249.8363433,37.46,0.5708,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227269.6701622,1769227150.6884153,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1769227270.0582867,37.47,0.5750000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227290.04418,1769227150.6884153,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1769227290.4312341,37.47,0.5808,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227310.321463,1769227150.6884153,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1769227310.7091901,37.46,0.5748,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227330.58373,1769227330.9604294,0,0,1,0,1,0,0,1,True
1768421185.8923664,20,1769227330.963454,37.47,0.5671,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227350.8204443,1769227330.9604294,0,0,1,0,1,False,True,1,False
1768421185.8923664,20,1769227351.2025754,37.47,0.5816,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227371.040007,1769227330.9604294,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1769227371.4277675,37.51,0.5783,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227391.354189,1769227330.9604294,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1769227391.4324572,37.53,0.5707,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227411.4059954,1769227330.9604294,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1769227411.4850295,37.54,0.5742,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227431.4657762,1769227330.9604294,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1769227431.5445335,37.56,0.5798,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227451.528894,1769227330.9604294,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1769227451.5995433,37.57,0.5727000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1769227471.5260763,1769227330.9604294,0,0,1,0,1,0,0,0,False
