experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768957255.0221,20,1769227188.527076,37.25,0.5837,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227208.384327,1769227032.3342142,1769224502.0818238,1.0,0.00693,1.0,0.00693,0,0,1,False
1768957255.0221,20,1769227208.7947114,37.27,0.5834,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227228.7407062,1769227213.0214896,1769224502.0818238,1.0,0.00635,1.0,0.00635,0,0,1,False
1768957255.0221,20,1769227229.1561382,37.26,0.5750000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227249.051181,1769227213.0214896,1769224502.0818238,1.0,0.00708,1.0,0.00708,0,0,1,False
1768957255.0221,20,1769227249.467058,37.27,0.5671,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227269.344372,1769227213.0214896,1769224502.0818238,1.0,0.00711,1.0,0.00711,False,True,1,False
1768957255.0221,20,1769227269.758294,37.27,0.5860000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227289.5951629,1769227213.0214896,1769224502.0818238,1.0,0.00714,1.0,0.00714,0,0,1,False
1768957255.0221,20,1769227290.0099504,37.3,0.5835,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227309.8825488,1769227213.0214896,1769224502.0818238,1.0,0.00644,1.0,0.00644,0,0,1,False
1768957255.0221,20,1769227310.2976906,37.32,0.5757,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227330.1722696,1769227213.0214896,1769224502.0818238,1.0,0.00705,1.0,0.00705,0,0,1,False
1768957255.0221,20,1769227330.5878947,37.38,0.5673,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227350.431006,1769227213.0214896,1769224502.0818238,1.0,0.00778,1.0,0.00778,False,True,1,False
1768957255.0221,20,1769227350.8454487,37.38,0.5849000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227370.7272,1769227213.0214896,1769224502.0818238,1.0,0.00644,1.0,0.00644,0,0,1,False
1768957255.0221,20,1769227371.142865,37.43,0.5838,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227391.0309412,1769227213.0214896,1769224502.0818238,1.0,0.00702,1.0,0.00702,0,0,1,False
1768957255.0221,20,1769227391.4471965,37.47,0.5738000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227411.401592,1769227393.6249528,1769224502.0818238,1.0,0.00699,1.0,0.00699,0,0,1,False
1768957255.0221,20,1769227411.8187387,37.5,0.5693,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227431.72475,1769227393.6249528,1769224502.0818238,1.0,0.00711,1.0,0.00711,False,1,0,False
1768957255.0221,20,1769227431.834164,37.54,0.5878,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227451.8169656,1769227393.6249528,1769224502.0818238,1.0,0.00714,1.0,0.00714,0,0,0,False
1768957255.0221,20,1769227451.8792777,37.56,0.5824,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227471.8403325,1769227393.6249528,1769224502.0818238,1.0,0.00705,1.0,0.00705,0,0,0,False
1768957255.0221,20,1769227471.8952878,37.59,0.5724,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227491.8527322,1769227393.6249528,1769224502.0818238,1.0,0.00638,1.0,0.00638,0,0,0,False
1768957255.0221,20,1769227491.9152253,37.55,0.5689000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227511.894488,1769227393.6249528,1769224502.0818238,1.0,0.00778,1.0,0.00778,0,1,0,False
1768957255.0221,20,1769227511.9576628,37.55,0.585,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227531.9224687,1769227393.6249528,1769224502.0818238,1.0,0.00699,1.0,0.00699,0,0,0,False
1768957255.0221,20,1769227531.9844487,37.47,0.5793,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227551.7268722,1769227393.6249528,1769224502.0818238,1.0,0.00653,1.0,0.00653,0,0,1,False
1768957255.0221,20,1769227552.1428182,37.43,0.5714,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227571.8397477,1769227393.6249528,1769224502.0818238,1.0,0.00714,1.0,0.00714,0,0,1,False
1768957255.0221,20,1769227572.2563653,37.4,0.5700000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227591.933436,1769227574.9595,1769227574.433964,1.0,1.0,1.0,1.0,0,0,1,False
1768957255.0221,20,1769227592.3496616,37.36,0.5845,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227612.217897,1769227574.9595,1769227574.433964,1.0,1.0,1.0,1.0,0,0,1,False
1768957255.0221,20,1769227612.6269403,37.3,0.5849000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227632.493244,1769227574.9595,1769227574.433964,1.0,1.0,1.0,1.0,0,0,1,False
1768957255.0221,20,1769227632.9081933,37.29,0.5781000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227652.7487972,1769227574.9595,1769227574.433964,1.0,1.0,1.0,1.0,0,0,1,False
1768957255.0221,20,1769227653.1655369,37.28,0.5713,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227673.0533483,1769227574.9595,1769227574.433964,0.00848,1.0,0.00848,1.0,0,0,1,False
1768957255.0221,20,1769227673.4700372,37.27,0.5712,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227693.3399606,1769227574.9595,1769227574.433964,0.00864,1.0,0.00864,1.0,0,0,1,False
1768957255.0221,20,1769227693.7572405,37.27,0.5877,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227713.633228,1769227574.9595,1769227574.433964,0.00772,1.0,0.00772,1.0,0,0,1,False
1768957255.0221,20,1769227714.0507405,37.27,0.5835,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227733.922672,1769227574.9595,1769227574.433964,0.00845,1.0,0.00845,1.0,0,0,1,False
1768957255.0221,20,1769227734.3375847,37.31,0.5757,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227754.2099228,1769227574.9595,1769227574.433964,0.00806,1.0,0.00806,1.0,0,0,1,False
1768957255.0221,20,1769227754.6254604,37.34,0.5664,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227774.5649285,1769227755.5563426,1769227574.433964,0.00891,1.0,0.00891,1.0,False,True,1,False
1768957255.0221,20,1769227774.981509,37.34,0.5829,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227794.8042586,1769227755.5563426,1769227574.433964,0.00775,1.0,0.00775,1.0,0,0,1,False
1768957255.0221,20,1769227795.2200887,37.34,0.5864,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227815.0912657,1769227755.5563426,1769227574.433964,0.00861,1.0,0.00861,1.0,0,0,1,False
1768957255.0221,20,1769227815.5091176,37.39,0.5794,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227835.3877094,1769227755.5563426,1769227574.433964,0.00781,1.0,0.00781,1.0,0,0,1,False
1768957255.0221,20,1769227835.797309,37.41,0.5710000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227855.6896498,1769227755.5563426,1769227574.433964,0.00851,1.0,0.00851,1.0,0,0,1,False
1768957255.0221,20,1769227856.1082926,37.44,0.5721,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227876.0126991,1769227755.5563426,1769227574.433964,0.00803,1.0,0.00803,1.0,0,0,1,False
1768957255.0221,20,1769227876.4282134,37.46,0.5854,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227896.2675917,1769227755.5563426,1769227574.433964,0.00836,1.0,0.00836,1.0,0,0,1,False
1768957255.0221,20,1769227896.6829972,37.49,0.5802,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227916.2755616,1769227755.5563426,1769227574.433964,0.00769,1.0,0.00769,1.0,0,0,1,False
1768957255.0221,20,1769227916.6912386,37.54,0.5723,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227936.652754,1769227936.3523989,1769227574.433964,0.00787,1.0,0.00787,1.0,0,0,0,False
1768957255.0221,20,1769227936.7153609,37.57,0.5662,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227956.701159,1769227936.3523989,1769227574.433964,0.00836,1.0,0.00836,1.0,0,1,0,False
1768957255.0221,20,1769227956.7640965,37.6,0.5854,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227976.7576823,1769227936.3523989,1769227574.433964,0.008,1.0,0.008,1.0,0,0,0,False
1768957255.0221,20,1769227976.8203387,37.6,0.5829,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769227996.8058908,1769227936.3523989,1769227574.433964,0.0079,1.0,0.0079,1.0,0,0,0,False
1768957255.0221,20,1769227996.8682141,37.48,0.5745,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228016.4868326,1769227936.3523989,1769227574.433964,0.00806,1.0,0.00806,1.0,0,0,1,False
1768957255.0221,20,1769228016.903568,37.48,0.5658,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228036.6915045,1769227936.3523989,1769227574.433964,0.00894,1.0,0.00894,1.0,False,True,1,False
1768957255.0221,20,1769228037.097565,37.41,0.5853,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228056.94213,1769227936.3523989,1769227574.433964,0.0083,1.0,0.0083,1.0,0,0,1,False
1768957255.0221,20,1769228057.3579407,37.41,0.5877,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228077.218792,1769227936.3523989,1769227574.433964,0.00839,1.0,0.00839,1.0,0,0,1,False
1768957255.0221,20,1769228077.633989,37.34,0.5819,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228097.5118768,1769227936.3523989,1769227574.433964,0.00861,1.0,0.00861,1.0,0,0,1,False
1768957255.0221,20,1769228097.9280632,37.31,0.5748,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228117.905651,1769228117.0750973,1769227574.433964,0.00778,1.0,0.00778,1.0,0,0,1,False
1768957255.0221,20,1769228118.3230538,37.32,0.5658,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228138.219885,1769228117.0750973,1769227574.433964,0.00891,1.0,0.00891,1.0,False,True,1,False
1768957255.0221,20,1769228138.635372,37.31,0.5860000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228158.5160244,1769228117.0750973,1769227574.433964,0.00864,1.0,0.00864,1.0,0,0,1,False
1768957255.0221,20,1769228158.930342,37.28,0.5855,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228178.7815864,1769228117.0750973,1769227574.433964,0.00827,1.0,0.00827,1.0,0,0,1,False
1768957255.0221,20,1769228179.1887202,37.27,0.5781000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228199.0672915,1769228117.0750973,1769227574.433964,0.00824,1.0,0.00824,1.0,0,0,1,False
1768957255.0221,20,1769228199.4775898,37.27,0.5710000000000001,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228219.346496,1769228117.0750973,1769227574.433964,0.00848,1.0,0.00848,1.0,0,0,1,False
1768957255.0221,20,1769228219.7620313,37.32,0.5739,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228239.6217458,1769228117.0750973,1769227574.433964,0.00821,1.0,0.00821,1.0,0,0,1,False
1768957255.0221,20,1769228240.0349672,37.32,0.5853,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228259.9296703,1769228117.0750973,1769227574.433964,0.00854,1.0,0.00854,1.0,0,0,1,False
1768957255.0221,20,1769228260.3473928,37.34,0.5796,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228280.2497368,1769228117.0750973,1769227574.433964,0.00851,1.0,0.00851,1.0,0,0,1,False
1768957255.0221,20,1769228280.6656282,37.37,0.5716,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228300.594075,1769228297.691679,1769227574.433964,0.00803,1.0,0.00803,1.0,0,0,1,False
1768957255.0221,20,1769228301.0105817,37.39,0.5674,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1769228320.8955235,1769228297.691679,1769227574.433964,0.00916,1.0,0.00916,1.0,False,True,1,False
