experiment_begin_timestamp,experiment_sec,experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,humidity_2,target_temperature,heating_proportional_Cf,cooling_proportional_Cf,target_humidity_high,target_humidity_low,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,fan_on,humidifyer_on,heater_on
-1000,0,1728432223.6299474,60,1728433893.7047982,38.2,0.5188,37.91,0.49729999999999996,38.33,5.0,1.0,0.45,0.4,2,1728433952.037002,0,False,False,0.6499999999999773
-1000,0,1728432223.6299474,60,1728433955.2860007,38.35,0.5146000000000001,37.98,0.4947,38.33,5.0,1.0,0.45,0.4,2,1728434013.1374083,0,0.020000000000003126,False,0
-1000,0,1728432223.6299474,60,1728434016.7830284,38.28,0.5136999999999999,37.94,0.4933,38.33,5.0,1.0,0.45,0.4,2,1728434075.7066824,0,False,False,0.2499999999999858
-1000,0,1728432223.6299474,60,1728434078.9534318,38.03,0.5191,37.84,0.49600000000000005,38.33,5.0,1.0,0.45,0.4,2,1728434137.2988992,0,False,False,1.0
-1000,0,1728434152.7980494,20,0,38.03,0.5196000000000001,37.82,0.4965,38.33,5.0,1.0,0.45,0.4,2,1728434153.7709167,0,False,False,1.0
-1000,0,1728434152.7980494,20,1728434157.025764,38.02,0.5195000000000001,37.82,0.4972,38.33,5.0,1.0,0.45,0.4,2,1728434176.484412,0,False,False,1.0
-1000,0,1728434152.7980494,20,1728434179.7327611,38.08,0.5195000000000001,37.83,0.4966,38.33,5.0,1.0,0.45,0.4,2,1728434199.202537,0,False,False,1.0
-1000,0,1728434152.7980494,20,1728434202.4533904,38.18,0.5186,37.85,0.49670000000000003,38.33,5.0,1.0,0.45,0.4,2,1728434221.9265802,0,False,False,0.7499999999999929
-1000,0,1728434152.7980494,20,1728434225.1772935,38.22,0.5167,37.96,0.49600000000000005,38.33,5.0,1.0,0.45,0.4,2,1728434244.6306174,0,False,False,0.5499999999999972
-1000,0,1728434152.7980494,20,1728434247.8861642,38.28,0.515,37.97,0.49479999999999996,38.33,5.0,1.0,0.45,0.4,2,1728434267.7495022,0,False,False,0.2499999999999858
-1000,0,1728434152.7980494,20,1728434270.9971907,38.36,0.5131,38.02,0.4936,38.33,5.0,1.0,0.45,0.4,2,1728434290.0303514,0,0.030000000000001137,False,0
-1000,0,1728434152.7980494,20,1728434293.677534,38.35,0.5117,37.99,0.4926,38.33,5.0,1.0,0.45,0.4,2,1728434311.8929725,0,0.020000000000003126,False,0
-1000,0,1728434152.7980494,20,1728434315.5416791,38.33,0.5114,37.98,0.49200000000000005,38.33,5.0,1.0,0.45,0.4,2,1728434326.4720535,0,0.05000000000000426,False,0
-1000,0,1728434152.7980494,20,1728434337.4013493,38.25,0.5118,37.95,0.4918,38.33,5.0,1.0,0.45,0.4,2,1728434354.6890686,0,False,False,0.3999999999999915
-1000,0,1728434152.7980494,20,1728434357.9376614,38.2,0.5135000000000001,37.91,0.4926,38.33,5.0,1.0,0.45,0.4,2,1728434377.4321017,0,False,False,0.6499999999999773
-1000,0,1728434152.7980494,20,1728434380.682303,38.1,0.5156000000000001,37.84,0.49369999999999997,38.33,5.0,1.0,0.45,0.4,2,1728434400.14926,0,False,False,1.0
-1000,0,1728434152.7980494,20,1728434403.3999934,38.04,0.5172,37.82,0.49460000000000004,38.33,5.0,1.0,0.45,0.4,2,1728434422.8734968,0,False,False,1.0
-1000,0,1728434152.7980494,20,1728434426.121385,38.02,0.5179,37.81,0.4953,38.33,5.0,1.0,0.45,0.4,2,1728434445.5913382,0,False,False,1.0
-1000,0,1728434152.7980494,20,1728434448.8412118,38.08,0.5179,37.82,0.4955,38.33,5.0,1.0,0.45,0.4,2,1728434468.2974653,0,False,False,1.0
-1000,0,1728434152.7980494,20,1728434471.5444808,38.14,0.5168,37.85,0.49560000000000004,38.33,5.0,1.0,0.45,0.4,2,1728434491.0041625,0,False,False,0.9499999999999886
-1000,0,1728434152.7980494,20,1728434494.2552254,38.21,0.5157,37.95,0.49460000000000004,38.33,5.0,1.0,0.45,0.4,2,1728434513.696314,0,False,False,0.5999999999999872
