experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,egg_turning_on,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768421185.8923664,20,1768535983.2382534,37.45,0.5770000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536003.1078484,1768535938.4660065,0,1,0,1,0,0,0,1,False
1768421185.8923664,20,1768536003.5963438,37.43,0.5712,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536023.2478652,1768535938.4660065,0,1,1,1,1,0,0,1,False
1768421185.8923664,20,1768536023.6197758,37.44,0.5706,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536043.6067646,1768535938.4660065,0,1,1,1,1,0,0,1,False
1768421185.8923664,20,1768536043.9793239,37.47,0.5872,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536063.9498425,1768535938.4660065,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768536064.348194,37.48,0.5822999999999999,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536084.022406,1768535938.4660065,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768536084.4159849,37.5,0.5750000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536103.9292612,1768535938.4660065,0,0,1,0,1,0,0,1,False
1768421185.8923664,20,1768536104.6895616,37.52,0.5684,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536124.6625042,1768536118.6155097,0,0,1,0,1,0,1,0,False
1768421185.8923664,20,1768536124.751418,37.54,0.5809000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536144.6881397,1768536118.6155097,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768536144.7591174,37.63,0.5765,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536164.7307122,1768536118.6155097,0,0,1,0,1,0,0,0,False
1768421185.8923664,20,1768536164.8162534,37.62,0.5689000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768536184.7479677,1768536118.6155097,0,0,1,0,1,0,1,0,False
