experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768233027.992978,20,1768276796.14445,37.49,0.5675,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276815.8326926,1768276766.341518,1768276043.3182454,0.00928,1.0,0.00928,1.0,False,True,1,False
1768233027.992978,20,1768276816.2437599,37.48,0.5804,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276835.9880137,1768276766.341518,1768276043.3182454,0.00861,1.0,0.00861,1.0,0,0,1,False
1768233027.992978,20,1768276836.399678,37.42,0.5868,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276856.0940304,1768276766.341518,1768276043.3182454,0.00821,1.0,0.00821,1.0,0,0,1,False
1768233027.992978,20,1768276856.506181,37.46,0.5846,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276876.2071526,1768276766.341518,1768276043.3182454,0.00888,1.0,0.00888,1.0,0,0,1,False
1768233027.992978,20,1768276876.6198769,37.44,0.5794,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276896.3003986,1768276766.341518,1768276043.3182454,0.00891,1.0,0.00891,1.0,0,0,1,False
1768233027.992978,20,1768276896.7119396,37.4,0.5740999999999999,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276916.4055882,1768276766.341518,1768276043.3182454,0.00815,1.0,0.00815,1.0,0,0,1,False
1768233027.992978,20,1768276916.8175366,37.42,0.5679,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276936.5065174,1768276766.341518,1768276043.3182454,0.00946,1.0,0.00946,1.0,False,True,1,False
1768233027.992978,20,1768276936.9097025,37.42,0.5806,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276956.736868,1768276946.8781238,1768276043.3182454,0.00845,1.0,0.00845,1.0,0,0,1,False
1768233027.992978,20,1768276957.1487567,37.44,0.585,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276976.8445098,1768276946.8781238,1768276043.3182454,0.00879,1.0,0.00879,1.0,0,0,1,False
1768233027.992978,20,1768276977.256743,37.46,0.5814,37.5,38,1.9,0.004,0.0,0.6,0.03,2,1768276996.9701364,1768276946.8781238,1768276043.3182454,0.00882,1.0,0.00882,1.0,0,0,1,False
