experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,egg_turning_on,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1768237752.324081,20,0,37.51,0.5832,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237757.3163798,1768237757.367485,0,1,0,1,0,0,0,0,True
1768237752.324081,20,1768237757.3690407,37.54,0.5771000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237777.3301454,1768237757.367485,0,1,0,1,0,0,0,0,False
1768237752.324081,20,1768237777.3833325,37.53,0.5700999999999999,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237797.378291,1768237757.367485,0,1,0,1,0,0,0,0,False
1768237752.324081,20,1768237797.4312024,37.58,0.5695,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237817.430261,1768237757.367485,0,1,0,1,0,0,1,0,False
1768237752.324081,20,1768237817.4834046,37.54,0.5831000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237837.4717765,1768237757.367485,0,1,0,1,0,0,0,0,False
1768237752.324081,20,1768237837.5247276,37.51,0.5836,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237857.4971895,1768237757.367485,0,1,0,1,0,0,0,0,False
1768237752.324081,20,1768237857.5499582,37.51,0.5788000000000001,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237877.5310464,1768237757.367485,0,1,0,1,0,0,0,0,False
1768237752.324081,20,1768237877.5930276,37.48,0.5719,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237897.5786157,1768237757.367485,0,1,0,1,0,0,0,0.02696639705275177,False
1768237752.324081,20,1768237897.6868474,37.45,0.5674,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237917.6085134,1768237757.367485,0,1,0,1,0,False,True,0.05864969303474596,False
1768237752.324081,20,1768237917.7195745,37.42,0.5804,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1768237937.681311,1768237937.4653273,0,1,0,1,0,0,0,0.09167596776559707,True
