experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,front_turn_switch,rear_turn_switch,top_switch,venting_state,last_venting_timestamp,exhaust_on,humidifyer_on,heater_on,boost_on,fan_on
1789409873.4593477,20,0,23.523308155947205,0.6366887922484169,23.683527885862517,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789409873.4828646,False,False,False,0,0,False,True,1,1,False
1789409901.9616046,20,0,23.528648813611042,0.6361547264820325,23.678187228198667,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789409901.985217,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,0,23.54467078660258,0.635944914930953,23.678187228198667,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789409963.0955517,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789409973.0771043,23.54467078660258,0.6361356527046617,23.683527885862517,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789409983.1065311,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789409993.0858996,23.560692759594104,0.6360021362630656,23.704890516517892,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410003.112433,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789410013.0917237,23.63012130922408,0.6371274891279469,23.75829709315633,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410023.1183364,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789410033.0975401,23.771648737315942,0.6377378500038148,23.841077286945904,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410043.1241114,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789410053.1033773,23.846417944609755,0.6341329060807201,23.91050583657588,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410063.1301014,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789410073.1093926,23.926527809567403,0.6318440527962157,23.98527504386969,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410083.1358695,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789410093.1151083,24.03868162050813,0.6306042572671092,24.060044251163504,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410103.141532,False,False,False,0,0,False,True,1,1,False
1789409963.072107,20,1789410113.1208496,24.102769512474254,0.6291165026321812,24.118791485465778,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410123.1473496,False,False,False,0,0,False,True,1,1,False
1789410156.4829438,20,0,24.19089036392768,0.6273617151140611,24.201571679255366,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1789410156.506451,False,False,False,0,0,False,True,1,1,False
