experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,front_turn_switch,rear_turn_switch,top_switch,venting_state,last_venting_timestamp,exhaust_on,humidifyer_on,heater_on,boost_on,CO2ppm,fan_on
1790099350.1267283,20,1790166297.1494713,21.322957198443575,0.5860837720302129,21.25085831998169,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166307.3536642,False,True,False,False,1790099350.2358587,0,0,1,1,972,False
1790099350.1267283,20,1790166317.2486105,21.338979171435113,0.5860532539864195,21.245517662317837,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166327.4503968,False,True,False,False,1790099350.2358587,0,0,1,1,975,False
1790099350.1267283,20,1790166337.370893,21.322957198443575,0.5863889524681468,21.248187991149763,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166347.5549314,False,True,False,False,1790099350.2358587,0,0,1,1,977,False
1790099350.1267283,20,1790166357.4606647,21.309605554283962,0.5856107423514153,21.218814373998626,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166367.6317847,False,True,False,False,1790099350.2358587,0,0,1,1,982,False
1790099350.1267283,20,1790166377.5562768,21.309605554283962,0.5862363622491799,21.242847333485926,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166387.7300816,False,True,False,False,1790099350.2358587,0,0,1,1,981,False
1790099350.1267283,20,1790166397.6549015,21.309605554283962,0.5860074769207294,21.226825360494388,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166407.8028662,False,True,False,False,1790099350.2358587,0,0,1,1,981,False
1790099350.1267283,20,1790166417.7495909,21.309605554283962,0.5857938506141757,21.240177004654,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166427.8958352,False,True,False,False,1790099350.2358587,0,0,1,1,984,False
1790099350.1267283,20,1790166437.8414874,21.322957198443575,0.5858091096360724,21.202792401007088,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166447.9867206,False,True,False,False,1790099350.2358587,0,0,1,1,983,False
1790099350.1267283,20,1790166457.936376,21.322957198443575,0.5860379949645228,21.205462729839013,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166468.1203084,False,True,False,False,1790099350.2358587,0,0,1,1,985,False
1790099350.1267283,20,1790166478.0318727,21.322957198443575,0.5867246509498741,21.210803387502864,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166488.2396533,False,True,False,False,1790099350.2358587,0,0,1,1,983,False
1790099350.1267283,20,1790166498.1396031,21.309605554283962,0.5861448081177997,21.218814373998626,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166508.2859626,False,True,False,False,1790099350.2358587,0,0,1,1,984,False
1790099350.1267283,20,1790166518.2360492,21.28290226596475,0.5864652475776303,21.218814373998626,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166528.4038794,False,True,False,False,1790099350.2358587,0,0,1,1,982,False
1790099350.1267283,20,1790166538.3315773,21.296253910124364,0.5865415426871138,21.202792401007088,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166548.4819083,False,True,False,False,1790099350.2358587,0,0,1,1,985,False
1790099350.1267283,20,1790166558.4135811,21.322957198443575,0.5862516212710766,21.1787594415198,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166568.5994697,False,True,False,False,1790099350.2358587,0,0,1,1,985,False
1790099350.1267283,20,1790166578.5174844,21.296253910124364,0.5862668802929732,21.168078126192114,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166588.6898112,False,True,False,False,1790099350.2358587,0,0,1,1,982,False
1790099350.1267283,20,1790166598.6104743,21.309605554283962,0.58632791638056,21.18944075684749,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166608.7961125,False,True,False,False,1790099350.2358587,0,0,1,1,980,False
1790099350.1267283,20,1790166618.7006745,21.28290226596475,0.5864652475776303,21.1921110856794,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166628.87844,False,True,False,False,1790099350.2358587,0,0,1,1,980,False
1790099350.1267283,20,1790166638.8023524,21.296253910124364,0.5866483558403907,21.202792401007088,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166648.9515536,False,True,False,False,1790099350.2358587,0,0,1,1,976,False
1790099350.1267283,20,1790166658.8939655,21.266880292973212,0.5863889524681468,21.170748455024025,True,37.5,36.5,38.6,0.95,0.05,0.0,0.58,0.01,2,1790166669.0518346,False,True,False,False,1790099350.2358587,0,0,1,1,973,False
