experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,temperature_2_C,egg_turning_on,target_temperature,boost_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,front_turn_switch,rear_turn_switch,top_switch,venting_state,last_venting_timestamp,exhaust_on,humidifyer_on,heater_on,boost_on,fan_on
1784849457.3002179,20,1785293997.5070426,37.489127946898606,0.6592721446555275,37.02716105897612,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294007.5355918,True,False,True,False,1785293877.5139172,False,True,1,0,False
1784849457.3002179,20,1785294017.5139377,37.441062027924005,0.6591195544365606,37.01915007248036,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294027.541944,False,True,True,False,1785293877.5139172,False,True,1,0,False
1784849457.3002179,20,1785294037.5209696,37.43038071259632,0.659214923323415,37.048523689631494,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294047.5484693,False,False,True,True,1785294057.5139518,False,True,1,0,False
1784849457.3002179,20,1785294057.5280645,37.43572137026017,0.6590432593270771,37.05119401846342,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294067.5593235,False,False,True,True,1785294057.5139518,False,True,1,0,False
1784849457.3002179,20,1785294077.5346575,37.422369726100555,0.659367513542382,37.04318303196766,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294087.566428,False,True,True,False,1785294057.5139518,False,True,1,0,False
1784849457.3002179,20,1785294097.5412698,37.48645761806668,0.6592912184328985,37.053864347295345,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294107.5686314,False,True,True,False,1785294057.5139518,False,True,1,0,False
1784849457.3002179,20,1785294117.5475655,37.50247959105822,0.6591195544365606,37.11261158159762,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294127.574833,False,False,True,False,1785294057.5139518,False,1,0,0,False
1784849457.3002179,20,1785294137.5538814,37.52918287937743,0.659367513542382,37.096589608606095,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294147.5855467,False,True,True,False,1785294057.5139518,False,1,0,0,False
1784849457.3002179,20,1785294157.5603313,37.52384222171359,0.659367513542382,37.12596322575723,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294167.588125,False,False,True,False,1785294057.5139518,False,1,0,0,False
1784849457.3002179,20,1785294177.5666049,37.51049057755398,0.6594247348744945,37.10727092393378,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294187.5939176,False,True,True,False,1785294057.5139518,False,1,0,0,False
1784849457.3002179,20,1785294197.5728207,37.483787289234755,0.659520103761349,37.10727092393378,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294207.604274,False,False,True,False,1785294057.5139518,False,True,1,0,False
1784849457.3002179,20,1785294217.5798242,37.47844663157092,0.6593865873197529,37.09391927977417,True,37.5,36.5,38.6,0.95,0.05,0.0,0.7,0.03,2,1785294227.613185,False,True,True,True,1785294237.513956,False,True,1,0,False
